label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13	col_14
6	7 m/(s^2)	0.4758 N	golf	n/a	887	414	268	714 m^2	0.3448 m/s	-0.0375	0.1284	548	0.9301	679	guinea pig
5	-145 m/(s^2)	0.4959 N	running	ROBOTICS ENGINEERING, COMPUTER SCIENCE	336	233	503		0.8784 m/s	0.2884	0.1707	1003	0.5482	402	fish
6	106 m/(s^2)	0.0951 N	golf	Data Science	553	356	209	743 m^2	0.3363 m/s	0.0461	0.2094	129	1.0769	763	guinea pig
5	96 m/(s^2)	0.6755 N	badminton	Robotics Engineering, Computational Media	69	119	198	538 m^2	0.565 m/s	0.4555	0.0523	1129	0.8424	465	ferret
1	375 m/(s^2)	0.4139 N	baseball	Computer Game Design	60	131	215	994 m^2	0.2331 m/s	0.5082	0.8737	853	0.7585	329	fish
0	293 m/(s^2)	0.6284 N	boxing	Statistics	605	983	925	-6 m^2	0.8699 m/s	0.7398	0.7995	372	0.1472	-12	rabbit
2	654 m/(s^2)	-0.0919 N	soccer	Human Computer Interaction, Biotechnology	544	413	1015	96 m^2	0.1268 m/s	0.3841	0.4843	457	0.2461	1096	reptile
4	685 m/(s^2)	0.7238 N	ice hockey	Technology and Information Management	751	592	721	347 m^2	0.4228 m/s	0.42	0.0437	175	0.52	292	hamster
6	390 m/(s^2)	0.7386 N	golf	Data Science	629	493	404	848 m^2	0.2119 m/s	0.0876	0.4061	240	0.7587	871	guinea pig
3	1253 m/(s^2)	0.4675 N	track & field	Natural Language Processing, Electrical Engineering	864	370	-33	613 m^2	0.4926 m/s	0.8189	0.8183	895	0.1989	698	chicken
4	950 m/(s^2)	0.7344 N	ice hockey	Computer Game Design	889	690	558	449 m^2	0.6518 m/s	0.3707	0.0544	255	0.6393	537	hamster
0	307 m/(s^2)	0.6871 N	boxing	Statistics	471	851	862	37 m^2	1.0072 m/s	0.9018	0.7836	260	0.1565	149	rabbit
0	456 m/(s^2)	0.7706 N	ice hockey	Statistics	434	996	832	-10 m^2	0.939 m/s	0.8405	0.9141	275	0.3752	140	rabbit
0	268 m/(s^2)	0.8133 N	boxing	Statistics	405	801	624	-83 m^2	0.8044 m/s	0.8396	0.7869	161	0.3844	154	rabbit
3	1010 m/(s^2)	0.3454 N	tennis	Applied Mathematics, Computer Engineering	718	360	49	675 m^2	0.5125 m/s	0.7816	0.9089	637	0.2034	1156	chicken
1	516 m/(s^2)	0.4535 N	volleyball	Computer Game Design	205	63	67	1138 m^2	0.2285 m/s	0.6516	0.7646	544	0.6777	98	rat
4	781 m/(s^2)	0.9858 N	ice hockey	technology and information management	920	868	325	528 m^2	0.5187 m/s	0.3401	0.2848	278	0.8251	447	hamster
1	345 m/(s^2)	0.3886 N	soccer	Computer Game Design	19	420	131	1054 m^2	0.3116 m/s	0.6811	0.6879	551	0.7704	334	fish
0	294 m/(s^2)	0.6812 N	golf	Statistics	296	1089	721	102 m^2	0.9777 m/s	0.5497	0.8752	256	0.1167	185	chicken
4	772 m/(s^2)	1.1407 N	ice hockey	Technology and Information Management	910	527	649	333 m^2	0.4917 m/s	0.2492	0.3252	82	0.851	623	hamster
2	463 m/(s^2)	0.011 N	soccer	Human Computer Interaction	534	394	888	171 m^2	0.1123 m/s	0.1906	0.4436	467	-0.0562	1057	cat
1	424 m/(s^2)	0.3518 N	soccer	Computer Game Design	146	380	218	931 m^2	0.4369 m/s	0.7571	0.5016	558	0.673	281	rabbit
4	654 m/(s^2)	0.9855 N	ice hockey	Technology and Information Management	1007	624	616	184 m^2	0.3706 m/s	0.1642	0.3268	136	0.7837	428	hamster
6	-65 m/(s^2)	0.357 N	golf	Data Science	971	253	423	759 m^2	0.144 m/s	n/a	0.2922	499	1.1565	709	guinea pig
6	279 m/(s^2)	0.6784 N	running	Data Science	723	293	532	804 m^2	0.3935 m/s	0.0217	0.3131	615	0.8655	598	guinea pig
1	277 m/(s^2)	0.1981 N	badminton	Bioinformatics	115	259	316	932 m^2	0.2918 m/s	0.8062	0.6561	642	0.8019	331	fish
1	437 m/(s^2)	0.2869 N	?	Bioinformatics	86	461	221	921 m^2	0.3157 m/s	0.6624	0.5111	506	0.6694	233	bird
2	531 m/(s^2)	0.1272 N	soccer	Biotechnology, Games and Playable Media	574	471	1181	355 m^2	0.1719 m/s	0.0863	0.3445	453	-0.148	923	reptile
2	909 m/(s^2)	-0.0287 N	soccer	Technology and Information Management	605	719	1121	272 m^2	0.3897 m/s	0.1633	0.5128	521	-0.1419	851	reptile
0	18 m/(s^2)	0.873 N	boxing	Bioengineering	434	827	738	98 m^2	0.9425 m/s	1.0184	0.8278	156	0.4692	85	rabbit
5	-144 m/(s^2)	0.3219 N	football	Computer Science	278	-104	244	451 m^2	0.8676 m/s	0.2927	-0.1982	976	0.4663	326	ferret
1	553 m/(s^2)	0.2264 N	volleyball	Computer Game Design	0	199	191	831 m^2	0.3788 m/s	0.7311	0.4329	455	0.534	191	bird
1	249 m/(s^2)	-0.0275 N	Volleyball	Bioinformatics	71	294	148	842 m^2	0.1854 m/s	0.7454	0.617	533	0.87	359	FISH
1	497 m/(s^2)	0.2396 N	ice hockey	Bioengineering	111	135	505	800 m^2	0.5567 m/s	0.6518	0.7803	635	0.8313	275	fish
4	853 m/(s^2)	0.9875 N	ice hockey	Technology and Information Management	830	463	771	415 m^2	0.5294 m/s	0.3099	0.3222	-45	0.6268	470	hamster
1	503 m/(s^2)	0.3778 N	baseball	Computer Game Design	158	182	102	900 m^2	0.2644 m/s	0.5994	0.8146	476	0.7381	220	bird
6	96 m/(s^2)	0.7234 N	ice hockey	Computer Game Design	608	503	478	867 m^2	0.1757 m/s	0.1051	0.3045	262	0.9662	769	guinea pig
3	1127 m/(s^2)	0.3567 N	motor sports	Computational Media, Computer Science	827	353	-39	750 m^2	0.6174 m/s	0.9229	0.7296	833	0.3023	1002	dog
6	173 m/(s^2)	0.6459 N	NULL	Data Science	673	543	401	881 m^2	0.1703 m/s	0.002	N/A	279	0.7529	738	guinea pig
4	891 m/(s^2)	0.7959 N	ice hockey	Technology and Information Management	1009	754	632	519 m^2	0.2992 m/s	0.1591	0.2794	79	0.752	386	hamster
0	453 m/(s^2)	0.7499 N	ice hockey	Statistics	485	670	791	-58 m^2	0.7262 m/s	0.8511	0.577	262	0.3083	9	rabbit
0	390 m/(s^2)	0.8468 N	boxing	Technology and Information Management	273	975	927	355 m^2	0.8433 m/s	0.5918	0.7533	187	0.2948	-57	rabbit
6	171 m/(s^2)	0.5427 N	golf	Data Science	663	501	333	854 m^2	0.2912 m/s	0.0932	0.46	452	1.0473	722	guinea pig
3	1113 m/(s^2)	0.1759 N	tennis	Electrical Engineering, Applied Mathematics, Natural Language Processing	959	538	188	765 m^2	0.501 m/s	0.7557	0.8606	587	0.1732	553	chicken
0	366 m/(s^2)	0.6584 N	boxing	Statistics	339	775	944	-80 m^2	0.9094 m/s	1.062	0.915	48	0.5385	295	hamster
0	377 m/(s^2)	0.8375 N	golf	Statistics	503	1130	799	324 m^2	0.7624 m/s	0.8008	0.8328	306	0.4008	-79	rabbit
6	62 m/(s^2)	0.5507 N	golf	Data Science	688	557	561	829 m^2	0.2809 m/s	0.1953	0.2865	237	0.996	661	guinea pig
3	936 m/(s^2)	0.3388 N	badminton	Computer Engineering	739	550	41	625 m^2	0.6024 m/s	0.7817	0.9773	829	0.042	683	chicken
0	399 m/(s^2)	0.9693 N	BOXING	Bioengineering	417	673	999	90 m^2	0.8887 m/s	0.778	0.8003	139	0.4799	73	rabbit
1	473 m/(s^2)	0.3248 N	baseball	cOMPUTER gAME dESIGN	129	79	294	924 m^2	0.15 m/s	0.8088	0.8666	683	0.5911	?	fish
5	-9 m/(s^2)	0.5212 N	running	Computational Media	224	235	387	444 m^2	0.7682 m/s	0.4001	0.1433	866	0.4847	341	fish
0	394 m/(s^2)	0.6706 N	boxing	Statistics	351	841	976	75 m^2	0.8562 m/s	0.8672	0.6025	184	0.3745	-16	rabbit
2	554 m/(s^2)	0.1041 N	soccer	Biotechnology, Human Computer Interaction	588	521	1064	247 m^2	0.2782 m/s	0.4751	0.7088	524	0.067	718	cat
3	935 m/(s^2)	0.2857 N	badminton	Applied Mathematics, Natural Language Processing	726	594	138	734 m^2	0.7048 m/s	1.0554	0.8535	846	0.2462	958	dog
0	101 m/(s^2)	0.806 N	BOXING	Statistics	181	718	676	19 m^2	0.8319 m/s	0.7794	0.7851	171	0.2302	17	rabbit
2	817 m/(s^2)	-0.0025 N	soccer	Games and Playable Media, Biotechnology	628	675	885	317 m^2	0.2802 m/s	0.3296	0.6744	N/A	0.0377	862	reptile
6	182 m/(s^2)	0.634 N	golf	Data Science	975	398	403	740 m^2	0.209 m/s	0.1665	0.2189	539	1.0505	549	guinea pig
6	390 m/(s^2)	0.638 N	golf	Data Science	788	563	256	897 m^2	0.18 m/s	-0.0364	0.5177	468	1.0247	702	?
5	156 m/(s^2)	0.4261 N	football	Computer Science	186	6	94	511 m^2	0.8767 m/s	0.4361	-0.0446	997	0.0676	452	pig
4	591 m/(s^2)	0.6661 N	ice hockey	Technology and Information Management	1029	653	495	502 m^2	0.4606 m/s	0.2232	0.2671	223	0.5653	463	hamster
1	604 m/(s^2)	0.0337 N	baseball	Computer Game Design	258	346	-65	995 m^2	0.4354 m/s	0.9664	0.8268	837	0.7734	120	reptile
6	195 m/(s^2)	0.5996 N	golf	Data Science	519	500	516	756 m^2	0.2024 m/s	0.0008	0.4532	361	1.2854	817	guinea pig
0	275 m/(s^2)	0.8561 N	BOXING	Bioengineering	458	1113	703	-22 m^2	0.8557 m/s	0.5587	0.8434	289	0.3833	161	rabbit
5	n/a	0.4093 N	football	Robotics Engineering, Computer Science	333	-34	515	431 m^2	0.5726 m/s	0.3474	-0.121	906	0.5768	306	pig
1	622 m/(s^2)	0.1759 N	boxing	Computer Game Design	-85	-27	118	n/a	0.4968 m/s	0.8925	0.567	666	0.4445	334	fish
3	831 m/(s^2)	0.1848 N	track & field	Applied Mathematics, Electrical Engineering, Computer Engineering	873	489	-148	522 m^2	0.5215 m/s	0.7099	0.8494	955	0.4168	1030	dog
3	861 m/(s^2)	0.292 N	tennis	Electrical Engineering, Computer Engineering, Applied Mathematics	862	482	-106	620 m^2	0.7146 m/s	1.0344	0.7406	793	0.2538	828	chicken
4	740 m/(s^2)	1.1054 N	ice hockey	Technology and Information Management	952	583	635	262 m^2	0.4608 m/s	0.3777	0.1261	169	0.7145	548	hamster
6	250 m/(s^2)	0.76 N	motor sports	Data Science	699	672	573	589 m^2	0.2266 m/s	-0.0434	-0.01	178	0.9975	1050	guinea pig
0	222 m/(s^2)	0.9202 N	boxing	Statistics	312	654	799	-376 m^2	0.9111 m/s	0.9305	NULL	55	0.3708	-49	rabbit
3	793 m/(s^2)	0.337 N	track & field	Statistics	839	486	-111	692 m^2	0.7897 m/s	0.98	1.0376	816	0.2654	890	dog
2	815 m/(s^2)	-0.1446 N	soccer	Human Computer Interaction, Biotechnology	524	568	923		0.0965 m/s	0.4495	0.4503	474	-0.0105	762	reptile
6	122 m/(s^2)	0.5328 N	golf	Data Science	604	661	379	930 m^2	0.2839 m/s	-0.0348	0.3529	319	1.0187	522	
3	894 m/(s^2)	0.4792 N	track & field	Bioinformatics	832	446	244	858 m^2	0.5172 m/s	0.8172	0.8025	964	0.3039	816	dog
2	752 m/(s^2)	0.0468 N	SOCCER	Human Computer Interaction	611	549	883	233 m^2	-0.0844 m/s	0.289	0.5695	518	0.0777	1010	reptile
3	1053 m/(s^2)	0.5005 N	golf	Technology and Information Management	597	356	122	846 m^2	0.6361 m/s	0.5959	0.8504	839	0.0628	713	dog
0	214 m/(s^2)	0.6077 N	soccer	Bioengineering	450	1072	900	50 m^2	0.602 m/s	0.7039	0.9291	-22	0.1938	31	rabbit
6	120 m/(s^2)	0.7176 N	golf	Statistics	676	532	405	849 m^2	0.0901 m/s	-0.0157	0.2954	288	0.9384	534	guinea pig
6	204 m/(s^2)	0.5286 N	golf	Data Science	875	476	501	674 m^2	0.1685 m/s	-0.1376	0.17	454	0.7248	782	guinea pig
0	257 m/(s^2)	0.8904 N	golf	Bioengineering	401	1164	875	-110 m^2	0.8756 m/s	0.5327	0.7738	124	0.4241	126	rabbit
2	1076 m/(s^2)	0.0645 N	soccer	Games and Playable Media	701	720	1282	268 m^2	0.1775 m/s	0.3206	0.5475	414	0.0759	553	reptile
6	118 m/(s^2)	0.7904 N	golf	Data Science	802	213	656	708 m^2	0.2554 m/s	-0.0428	0.3795	251	0.9338	901	guinea pig
4	709 m/(s^2)	1.0748 N	ice hockey	Technology and Information Management	979	708	861	243 m^2	0.401 m/s	0.2652	0.2101	57	0.7016	627	Hamster
3	867 m/(s^2)	0.4317 N	motor sports	Natural Language Processing, Computer Engineering, Applied Mathematics	730	655	192	781 m^2	0.5555 m/s	0.8101	0.9447	941	0.2909	853	chicken
5	-28 m/(s^2)	0.503 N	football	Computational Media, Robotics Engineering	267	12	325	745 m^2	0.8491 m/s	0.4828	-0.0686	1042	0.4001	310	NULL
1	473 m/(s^2)	0.3189 N	badminton	computer game design	325	38	140	1202 m^2	0.3589 m/s	0.5868	0.6244	743	0.8117	293	rat
4	572 m/(s^2)	0.7984 N	ice hockey	Technology and Information Management	1033	693	743	328 m^2	0.4691 m/s	0.4033	0.2882	-103	0.7632	429	hamster
2	817 m/(s^2)	0.1541 N	soccer	Human Computer Interaction	380	638	801	209 m^2	0.2168 m/s	0.187	0.3402	351	0.0903	1044	cat
3	1027 m/(s^2)	0.4818 N	track & field	computer engineering, natural language processing, electrical engineering	682	599	35	767 m^2	0.6595 m/s	0.8243	0.8593	816	0.3998	808	chicken
3	914 m/(s^2)	0.5186 N	tennis	ELECTRICAL ENGINEERING	887	435	276	706 m^2	0.6207 m/s	0.9315	0.6504	810	0.5699	927	chicken
1	259 m/(s^2)	0.3042 N	Volleyball	Computer Game Design	86	82	361	1037 m^2	0.3171 m/s	0.3415	0.5652	595	0.8797	87	bird
5	-9 m/(s^2)	0.5882 N	badminton	Computer Science, Robotics Engineering	28	108	496	730 m^2	0.6803 m/s	0.534	-0.2662	1080	0.3764	503	ferret
1	480 m/(s^2)	0.1228 N	badminton	Computer Game Design	94	257	469	936 m^2	0.3725 m/s	0.5865	0.7251	558	0.8933	358	bird
6	116 m/(s^2)	0.6944 N	golf	Data Science	682	461	490	769 m^2	0.1668 m/s	0.209	0.2356	455	1.0044	613	cat
5	135 m/(s^2)	0.696 N	football	Computational Media, Robotics Engineering	135	237	394	677 m^2	0.768 m/s	0.5672	-0.0224	1027	0.3488	213	ferret
0	250 m/(s^2)	0.5576 N	boxing	Bioengineering	247	1046	835	46 m^2	0.9341 m/s	0.8609	0.5169	165	0.3493	51	rabbit
1	422 m/(s^2)	0.2045 N	volleyball	Computer Game Design	-22	134	275	1107 m^2	0.5233 m/s	0.7177	0.6802	743	0.6369	223	bird
5	-168 m/(s^2)	0.4913 N	track & field	Computer Science	532	113	291	670 m^2	0.6103 m/s	0.5024	-0.1266	1045	0.1473	382	pig
0	299 m/(s^2)	0.513 N	N/A	Bioengineering	275	1102	702	?	0.9998 m/s	0.8826	0.8745	423	0.5031	53	rabbit
2	732 m/(s^2)	0.0159 N	soccer	Biotechnology, Games and Playable Media	656	531	1062	17 m^2	0.3799 m/s	0.1354	0.6755	424	0.2537	680	reptile
0	251 m/(s^2)	0.7102 N	badminton	Bioengineering	374	1096	676	-25 m^2	1.0668 m/s	0.8994	0.7643	291	0.7886	165	rabbit
3	757 m/(s^2)	0.5456 N	track & field	Electrical Engineering, Computer Engineering	850	390	-32	561 m^2	0.5616 m/s	0.9135	1.0413	855	0.5143	885	chicken
2	770 m/(s^2)	-0.0028 N	soccer	Biotechnology, Games and Playable Media	585	359	988	267 m^2	0.0735 m/s	0.165	0.7093	492	0.1734	971	REPTILE
3	952 m/(s^2)	0.3403 N	track & field	Applied Mathematics, Electrical Engineering, Computer Engineering	787	340	-188	418 m^2	0.7032 m/s	0.7547	0.7862	670	0.3139	567	chicken
4	879 m/(s^2)	1.0317 N	ice hockey	Technology and Information Management	941	457	661	347 m^2	0.6098 m/s	0.4206	0.1891	-113	0.9233	427	ferret
0	449 m/(s^2)	0.8685 N	boxing	Bioengineering	523	983	825	-117 m^2	0.8237 m/s	0.7621	0.8117	365	0.2507	35	dog
6	45 m/(s^2)	0.3662 N	golf	Data Science	725	217	231	588 m^2	0.2504 m/s	0.0324	0.3537	392	1.2406	720	guinea pig
3	1139 m/(s^2)	0.5623 N	basketball	Natural Language Processing, Electrical Engineering	817	471	209	630 m^2	0.7496 m/s	0.9891	0.8666	897	0.3698	913	dog
1	556 m/(s^2)	0.1979 N	volleyball	Computer Game Design	1	144	136	861 m^2	0.4334 m/s	0.7412	0.7182	807	0.5756	161	fish
4	720 m/(s^2)	0.4476 N	ice hockey	Technology and Information Management	925	821	663	320 m^2	0.4401 m/s	0.3366	0.1633	166	0.7749	587	HAMSTER
4	832 m/(s^2)	0.7979 N	ice hockey	Technology and Information Management	1023	747	691	390 m^2	0.668 m/s	0.3924	0.2898	69	0.75	622	hamster
2	658 m/(s^2)	-0.0846 N	soccer	Human Computer Interaction, Biotechnology	578	598	772	363 m^2	0.1146 m/s	0.1558	0.5426	527	0.0118	885	cat
3	1027 m/(s^2)	0.249 N	track & field	Electrical Engineering, Natural Language Processing, Computer Engineering	822	697	215	577 m^2	0.6359 m/s	0.7946	0.775	766	0.2704	845	dog
4	748 m/(s^2)	1.2012 N	ice hockey	Technology and Information Management	816	812	609	356 m^2	0.5328 m/s	0.3452	0.0291	6	0.6665	571	hamster
0	517 m/(s^2)	0.6306 N	boxing	Statistics	385	894	693	1 m^2	0.9486 m/s	1.0382	0.7517	303	0.2536	87	rabbit
2	736 m/(s^2)	0.0303 N	soccer	Human Computer Interaction, Games and Playable Media	516	690	878	309 m^2	0.2461 m/s	0.3589	0.5538	734	0.1647	891	cat
2	720 m/(s^2)	-0.0455 N	soccer	Biotechnology	477	565	930	209 m^2	0.1359 m/s	0.3245	0.3861	598	-0.0175	780	cat
1	377 m/(s^2)	0.3935 N	volleyball	Bioinformatics	184	259	229	994 m^2	0.1722 m/s	0.832	0.7395	826	0.7708	191	bird
6	242 m/(s^2)	0.6414 N	golf	Data Science	740	520	371	610 m^2	0.2575 m/s	0.1351	0.2318	66	0.7974	458	guinea pig
4	563 m/(s^2)	0.9251 N	ice hockey	Technology and Information Management	1035	755	680	257 m^2	0.4248 m/s	0.0956	0.1642	-19	0.5999	554	hamster
4	722 m/(s^2)	0.7351 N	ice hockey	Technology and Information Management	1075	701	673	418 m^2	0.4036 m/s	0.4759	0.1067	158	0.4339	449	hamster
6	-46 m/(s^2)	0.6785 N	golf	Data Science	788	290	586	565 m^2	0.1634 m/s	-0.2025	0.1961	458	0.9231	690	guinea pig
5	-52 m/(s^2)	0.5271 N	football	Computer Science	207	139	74	576 m^2	0.8048 m/s	0.3738	-0.0556	1027	0.5899	423	ferret
0	508 m/(s^2)	0.8683 N	boxing	Bioengineering	429	780	812	-14 m^2	0.8268 m/s	0.7215	0.5472	320	0.3315	-150	rabbit
0	326 m/(s^2)	0.8127 N	boxing	Bioengineering	210	1117	882	61 m^2	0.9279 m/s	0.8203	0.7215	367	0.4228	230	rabbit
3	1026 m/(s^2)	0.3077 N	motor sports	Electrical Engineering	1004	250	-95	634 m^2	0.5697 m/s	1.1061	1.0485	954	0.2222	937	chicken
6	314 m/(s^2)	0.6438 N	golf	Technology and Information Management	615	448	543	863 m^2	0.128 m/s	0.1455	0.243	233	1.0494	767	hamster
5	7 m/(s^2)	0.4078 N	football	Biotechnology	118	365	34	524 m^2	0.7424 m/s	NULL	0.1882	1377	0.5796	306	pig
5	91 m/(s^2)	0.637 N	football	Robotics Engineering	282	-12	386	524 m^2	0.6915 m/s	0.3462	-0.0173	N/A	0.3914	244	ferret
5	-77 m/(s^2)	0.5933 N	football	Computer Science, Computational Media	276	223	276	561 m^2	0.7786 m/s	0.6886	0.0751	1021	0.5328	298	pig
3	NULL	0.3649 N	tennis	Computer Engineering, Natural Language Processing	939	541	152	695 m^2	0.7145 m/s	0.8409	0.9104	747	0.2458	919	chicken
6	252 m/(s^2)	0.5075 N	running	Data Science	742	577	443	759 m^2	0.2741 m/s	-0.0271	0.3051	552	0.7567	439	guinea pig
5	0 m/(s^2)	0.674 N	football	Computer Science	215	128	247	555 m^2	0.6466 m/s	0.5314	-0.0109	891	0.6294	409	pig
6	225 m/(s^2)	0.5631 N	golf	Data Science	829	481	458	629 m^2	0.1064 m/s	0.2405	0.2425	668	0.9497	693	guinea pig
1	306 m/(s^2)	0.1782 N	badminton	Bioinformatics	-74	345	276	824 m^2	0.2763 m/s	0.7185	0.7986	656	0.6821	248	fish
3	1037 m/(s^2)	0.256 N	tennis	Computer Engineering	842	475	193	813 m^2	0.5428 m/s	1.0148	0.9705	905	0.3439	960	chicken
3	1046 m/(s^2)	0.1664 N	basketball	Computer Engineering	713	468	185	575 m^2	0.6576 m/s	0.8044	1.0711	939	0.3743	924	chicken
4	655 m/(s^2)	0.89 N	soccer	tECHNOLOGY AND iNFORMATION mANAGEMENT	877	835	517	517 m^2	0.6485 m/s	0.3206	0.4206	125	0.8024	527	hamster
2	599 m/(s^2)	0.138 N	SOCCER	Games and Playable Media	759	557	1006	139 m^2	0.3328 m/s	0.284	0.6014	391	-0.1956	974	pig
4	677 m/(s^2)	0.7521 N	ice hockey	Technology and Information Management	1074	710	622	468 m^2	0.5351 m/s	0.3544	0.1893	10	0.6429	475	hamster
4	736 m/(s^2)	N/A	ice hockey	Technology and Information Management	1024	880	548	192 m^2	0.5209 m/s	0.323	-0.0197	71	0.6788	465	cat
4	887 m/(s^2)	0.8984 N	motor sports	Technology and Information Management	735	697	627	240 m^2	0.6377 m/s	0.0578	0.1766	36	0.8037	744	hamster
4	885 m/(s^2)	0.8409 N	running	Technology and Information Management	985	645	575	348 m^2	0.4405 m/s	0.099	0.1587	129	0.7888	479	hamster
3	821 m/(s^2)	0.4153 N	baseball	Natural Language Processing	855	552	-72	656 m^2	0.6649 m/s	0.9948	0.7162	616	0.3223	847	dog
1	593 m/(s^2)	0.0331 N	badminton	Computer Game Design	25	-15	157	None	0.2995 m/s	0.436	0.9372	573	0.5948	117	fish
1	464 m/(s^2)	0.1628 N	volleyball	Computer Game Design	0	326	NULL	915 m^2	0.3907 m/s	0.8854	0.6446	657	0.8563	204	rat
2	657 m/(s^2)	-0.159 N	soccer	Human Computer Interaction	556	696	1136	176 m^2	0.1509 m/s	0.227	0.6021	456	0.0574	1031	cat
4	743 m/(s^2)	0.845 N	ice hockey	Technology and Information Management	811	535	683	365 m^2	0.4604 m/s	0.1923	0.1112	199	0.7613	355	hamster
6	137 m/(s^2)	0.6846 N	golf	Data Science	708	419	622	716 m^2	0.1202 m/s	-0.0228	0.2139	341	0.9483	789	n/a
5	-40 m/(s^2)	0.4442 N	boxing	ROBOTICS ENGINEERING, COMPUTATIONAL MEDIA	193	204	383	551 m^2	0.7833 m/s	0.505	-0.0555	980	0.757	315	pig
2	614 m/(s^2)	-0.0082 N	soccer	Biotechnology, Games and Playable Media	493	445	941	157 m^2	0.0782 m/s	0.3691	0.5993	449	-0.0228	909	reptile
0	240 m/(s^2)	0.5903 N	boxing	Statistics	506	1364	810	-24 m^2	0.9866 m/s	0.828	0.798	117	0.1204	120	rabbit
6	102 m/(s^2)	0.4528 N	golf	Data Science	691	552	257	524 m^2	0.1805 m/s	-0.0436	0.3657	442	1.1013	711	guinea pig
4	753 m/(s^2)	1.1328 N	ice hockey	Technology and Information Management	958	806	720	442 m^2	0.377 m/s	0.4049	0.2872	221	0.7479	199	hamster
2	518 m/(s^2)	0.0358 N	soccer	Games and Playable Media	713	623	911	140 m^2	0.2497 m/s	0.1802	0.4092	383	-0.2131	1060	cat
1	282 m/(s^2)	0.2478 N	baseball	Computer Game Design	43	253	270	894 m^2	0.3512 m/s	0.6575	0.4496	556	0.5457	105	fish
5	40 m/(s^2)	0.678 N	football	Computational Media, Computer Science	277	63	393	453 m^2	0.6145 m/s	0.3186	0.0697	1257	0.452	353	ferret
3	940 m/(s^2)	0.4169 N	basketball	Computer Science	645	567	116	682 m^2	0.6653 m/s	0.955	1.0037	820	0.2126	647	dog
2	588 m/(s^2)	-0.0249 N	soccer	biotechnology	466	500	1054	314 m^2	0.2439 m/s	0.16	0.6117	768	0.0307	837	reptile
4	944 m/(s^2)	0.8707 N	ice hockey	Technology and Information Management	893	657	597	263 m^2	0.4244 m/s	0.4527	0.0242	22	0.9774	684	hamster
2	850 m/(s^2)	0.2066 N	soccer	Human Computer Interaction	559	801	1165	211 m^2	0.1845 m/s	0.3773	0.3624	823	0.1523	931	cat
5	145 m/(s^2)	0.3983 N	RUNNING	Robotics Engineering, Computer Science	260	38	374	572 m^2	0.6876 m/s	0.5963	0.1021	833	0.4675	450	ferret
3	1083 m/(s^2)	0.5073 N	motor sports	Computer Engineering		423	181	654 m^2	0.6406 m/s	1.1319	0.7984	775	0.4277	1004	dog
4	858 m/(s^2)	1.1149 N	ice hockey	Technology and Information Management	942	770	536	156 m^2	0.5002 m/s	0.3793	0.0618	86	0.8797	580	ferret
4	699 m/(s^2)	0.7708 N	ice hockey	Technology and Information Management	?	508	772	523 m^2	0.4055 m/s	0.3693	0.4107	109	0.909	654	hamster
0	290 m/(s^2)	0.9456 N	BOXING	Statistics	622	891	944	-6 m^2	0.9742 m/s	0.5978	0.84	187	0.455	103	rabbit
5	-155 m/(s^2)	0.639 N	running	Computer Science, Robotics Engineering	4	55	326	590 m^2	0.7191 m/s	0.5468	0.1418	1058	0.3157	314	pig
5	-52 m/(s^2)	0.7615 N	RUNNING	Robotics Engineering, Computational Media	184	138	335	442 m^2	0.7288 m/s	0.6432	0.2706	821	0.4965	463	hamster
4	565 m/(s^2)	0.9455 N	ice hockey	Technology and Information Management	1080	825	656	298 m^2	0.4571 m/s	0.377	-0.0627	157	0.7573	415	hamster
2	616 m/(s^2)	-0.0348 N	soccer	Games and Playable Media	661	775	1020	368 m^2	0.1198 m/s	0.3291	0.615	354	0.2062	1033	reptile
2	570 m/(s^2)	0.0709 N	soccer	Biotechnology, Human Computer Interaction	523	640	788	302 m^2	0.1365 m/s	0.3167	0.1554	343	0.1561	903	reptile
3	1047 m/(s^2)	0.1638 N	motor sports	Computer Engineering, Electrical Engineering	793	462	228	682 m^2	0.5028 m/s	0.9053	0.8698	1028	0.3257	821	dog
0	492 m/(s^2)	0.6112 N	boxing	Bioengineering	436	968	887	-56 m^2	0.7626 m/s	0.6045	0.6267	250	0.2533	101	rabbit
2	648 m/(s^2)	-0.1125 N	soccer	Biotechnology, Human Computer Interaction	698	566	928	195 m^2	0.0089 m/s	0.1513	0.6118	422	0.0302	812	reptile
2	718 m/(s^2)	0.054 N	Soccer	Games and Playable Media, Biotechnology	415	581	834	106 m^2	0.0612 m/s	0.3585	0.5722	622	0.1585	1056	cat
3	983 m/(s^2)	0.2277 N	basketball	Natural Language Processing, Electrical Engineering	906	449	104	557 m^2	0.7091 m/s	0.903	0.823	931	0.1937	988	rabbit
6	99 m/(s^2)	0.2462 N	golf	Data Science	635	288	534	781 m^2	0.2207 m/s	-0.0451	0.2778	333	0.9133	730	guinea pig
4	705 m/(s^2)	0.9448 N	ice hockey	Technology and Information Management	1061	654	695	445 m^2	0.5511 m/s	0.4553	0.1352	-76	0.7311	254	hamster
5	88 m/(s^2)	0.4503 N	football	Computational Media, Computer Science	158	118	294	627 m^2	0.6986 m/s	0.6207	0.0252	863	0.4585	255	Ferret
